中文名,英文名,等级,总排名,等级内序号,海克斯名称
巨魔之王,Trundle,黄金,17,12,不动如山
巨魔之王,Trundle,棱彩,18,2,踢踏舞
巨魔之王,Trundle,白银,19,5,万用瞄准镜
巨魔之王,Trundle,棱彩,20,3,歌利亚巨人
巨魔之王,Trundle,黄金,21,13,会心治疗
巨魔之王,Trundle,棱彩,22,4,最万用的瞄准镜
巨魔之王,Trundle,黄金,23,14,裁决使
巨魔之王,Trundle,黄金,24,15,魔鬼之舞
巨魔之王,Trundle,黄金,25,16,罪恶快感
巨魔之王,Trundle,黄金,26,17,升级：雪球
巨魔之王,Trundle,棱彩,27,5,砍伤
巨魔之王,Trundle,白银,28,6,质变：黄金阶
巨魔之王,Trundle,棱彩,29,6,秘术冲拳
巨魔之王,Trundle,黄金,30,18,属性叠属性！
巨魔之王,Trundle,黄金,31,19,弹球
巨魔之王,Trundle,白银,32,7,狂热者
巨魔之王,Trundle,黄金,33,20,古式佳酿
巨魔之王,Trundle,棱彩,34,7,最终形态
巨魔之王,Trundle,黄金,35,21,面包和奶酪
巨魔之王,Trundle,黄金,36,22,雪球扭蛋机
巨魔之王,Trundle,黄金,37,23,祖母的辣椒油
巨魔之王,Trundle,棱彩,38,8,残忍
巨魔之王,Trundle,棱彩,39,9,史上最大雪球
巨魔之王,Trundle,黄金,40,24,循环往复
巨魔之王,Trundle,棱彩,41,10,慢炖
巨魔之王,Trundle,棱彩,42,11,质变：混沌
巨魔之王,Trundle,白银,43,8,升级：荆棘之甲
巨魔之王,Trundle,棱彩,44,12,双刀流
巨魔之王,Trundle,棱彩,45,13,战争交响乐
巨魔之王,Trundle,棱彩,46,14,任务：艾卡西亚的陷落
巨魔之王,Trundle,黄金,47,25,红包
巨魔之王,Trundle,白银,48,9,属性！
巨魔之王,Trundle,棱彩,49,15,巨人杀手
巨魔之王,Trundle,白银,50,10,自我毁灭
巨魔之王,Trundle,棱彩,51,16,无限循环往复
巨魔之王,Trundle,黄金,52,26,神圣干预
巨魔之王,Trundle,棱彩,53,17,神圣雪球
巨魔之王,Trundle,白银,54,11,霸符兄弟
巨魔之王,Trundle,白银,55,12,逃跑计划
巨魔之王,Trundle,黄金,56,27,生机迸发
巨魔之王,Trundle,黄金,57,28,回力OK镖
巨魔之王,Trundle,黄金,58,29,升级：狂妄
巨魔之王,Trundle,黄金,59,30,火上浇油
巨魔之王,Trundle,黄金,60,31,缩小射线
巨魔之王,Trundle,黄金,61,32,接二连三
巨魔之王,Trundle,白银,62,13,恶趣味
巨魔之王,Trundle,棱彩,63,18,物法皆修
巨魔之王,Trundle,白银,64,14,速度恶魔
巨魔之王,Trundle,白银,65,15,冰霜 幽灵
巨魔之王,Trundle,黄金,66,33,心灵净化
巨魔之王,Trundle,白银,67,16,台风
巨魔之王,Trundle,白银,68,17,残暴之力
巨魔之王,Trundle,白银,69,18,负重爆气
巨魔之王,Trundle,黄金,70,34,尖端发明家
巨魔之王,Trundle,白银,71,19,折磨者
巨魔之王,Trundle,黄金,72,35,面包和黄油
巨魔之王,Trundle,白银,73,20,冰寒
巨魔之王,Trundle,白银,74,21,侵蚀
巨魔之王,Trundle,白银,75,22,炼狱龙魂
巨魔之王,Trundle,黄金,76,36,作弊：我能回城！
巨魔之王,Trundle,黄金,77,37,捐赠
巨魔之王,Trundle,黄金,78,38,溢流
巨魔之王,Trundle,棱彩,79,19,巨像的勇气
巨魔之王,Trundle,白银,80,23,练腿日
巨魔之王,Trundle,棱彩,81,20,潘朵拉的盒子
巨魔之王,Trundle,白银,82,24,升级：献祭
巨魔之王,Trundle,黄金,83,39,穿针引线
巨魔之王,Trundle,黄金,84,40,最终都市列车
巨魔之王,Trundle,白银,85,25,坚若磐石
巨魔之王,Trundle,黄金,86,41,魄罗爆破手
巨魔之王,Trundle,黄金,87,42,黎明使者的坚决
巨魔之王,Trundle,棱彩,88,21,激光治疗
巨魔之王,Trundle,黄金,89,43,无休回复
巨魔之王,Trundle,白银,90,26,俯冲轰炸
巨魔之王,Trundle,白银,91,27,海洋龙魂
巨魔之王,Trundle,棱彩,92,22,属性叠属性叠属性！
巨魔之王,Trundle,黄金,93,44,灵魂虹吸
巨魔之王,Trundle,白银,94,28,魔法转物理
巨魔之王,Trundle,黄金,95,45,关键暴击
巨魔之王,Trundle,白银,96,29,大力
巨魔之王,Trundle,黄金,97,46,虚幻武器
巨魔之王,Trundle,棱彩,98,23,蛋白粉奶昔
巨魔之王,Trundle,黄金,99,47,易损
巨魔之王,Trundle,棱彩,100,24,利刃华尔兹
巨魔之王,Trundle,棱彩,101,25,珠光护手
巨魔之王,Trundle,黄金,102,48,一板一眼
巨魔之王,Trundle,棱彩,103,26,地狱三头犬
巨魔之王,Trundle,白银,104,30,山脉龙魂
巨魔之王,Trundle,白银,105,31,点亮他们！
巨魔之王,Trundle,棱彩,106,27,舞会女王
巨魔之王,Trundle,棱彩,107,28,魄罗之王的弹跳
巨魔之王,Trundle,棱彩,108,29,尊我为王
巨魔之王,Trundle,棱彩,109,30,小丑学院
巨魔之王,Trundle,棱彩,110,31,？？？
巨魔之王,Trundle,黄金,111,49,超凡邪恶
巨魔之王,Trundle,棱彩,112,32,量子计算
巨魔之王,Trundle,棱彩,113,33,终极唤醒
巨魔之王,Trundle,黄金,114,50,炽烈黎明
巨魔之王,Trundle,白银,115,32,家园卫士
巨魔之王,Trundle,黄金,116,51,面包和果酱
巨魔之王,Trundle,白银,117,33,火狐
巨魔之王,Trundle,黄金,118,52,升级：无尽之刃
巨魔之王,Trundle,白银,119,34,升级：收集者
巨魔之王,Trundle,黄金,120,53,双发快射
巨魔之王,Trundle,白银,121,35,由心及物
巨魔之王,Trundle,白银,122,36,终极不可阻挡
巨魔之王,Trundle,棱彩,123,34,卡皮巴拉空投
巨魔之王,Trundle,黄金,124,54,杀戮时间到了
巨魔之王,Trundle,黄金,125,55,神射法师
巨魔之王,Trundle,白银,126,37,会心防御
巨魔之王,Trundle,黄金,127,56,魔法飞弹
巨魔之王,Trundle,棱彩,128,35,扳机炼狱
巨魔之王,Trundle,黄金,129,57,急急小子
巨魔之王,Trundle,棱彩,130,36,连拨击锤
巨魔之王,Trundle,棱彩,131,37,科学狂人
巨魔之王,Trundle,棱彩,132,38,终极刷新
巨魔之王,Trundle,棱彩,133,39,当心小蛋糕！
巨魔之王,Trundle,白银,134,38,双生火焰
巨魔之王,Trundle,白银,135,39,纯粹主义者 - 术师
巨魔之王,Trundle,白银,136,40,海克斯科技龙魂
巨魔之王,Trundle,棱彩,137,40,尤里卡
巨魔之王,Trundle,白银,138,41,转得我眩晕了
巨魔之王,Trundle,白银,139,42,帽上加帽
巨魔之王,Trundle,白银,140,43,杀意翻涌
巨魔之王,Trundle,棱彩,141,41,感受燃烧
巨魔之王,Trundle,黄金,142,58,闪现向前
巨魔之王,Trundle,棱彩,143,42,你摸不到
巨魔之王,Trundle,棱彩,144,43,任务：海牛阿福的勇士
巨魔之王,Trundle,棱彩,145,44,全能龙魂
巨魔之王,Trundle,白银,146,44,唯快不破
巨魔之王,Trundle,黄金,147,59,有始有终
巨魔之王,Trundle,白银,148,45,注魔
巨魔之王,Trundle,棱彩,149,45,回归基本功
巨魔之王,Trundle,棱彩,150,46,夺金
巨魔之王,Trundle,棱彩,151,47,和我一起困在这里
巨魔之王,Trundle,白银,152,46,防护面纱
巨魔之王,Trundle,棱彩,153,48,炼狱导管
巨魔之王,Trundle,白银,154,47,退敌力场
巨魔之王,Trundle,白银,155,48,吵闹鬼
巨魔之王,Trundle,棱彩,156,49,虚空裂隙
巨魔之王,Trundle,白银,157,49,巫师式思考
巨魔之王,Trundle,白银,158,50,物理转魔法
巨魔之王,Trundle,棱彩,159,50,玻璃大炮
巨魔之王,Trundle,棱彩,160,51,不祥契约
巨魔之王,Trundle,白银,161,51,由暴生急
巨魔之王,Trundle,棱彩,162,52,你肩上的恶魔
巨魔之王,Trundle,棱彩,163,53,精怪魔法
巨魔之王,Trundle,黄金,164,60,基石法师
巨魔之王,Trundle,棱彩,165,54,任务：沃格勒特的巫师帽
巨魔之王,Trundle,棱彩,166,55,男爵之手
巨魔之王,Trundle,黄金,167,61,超强大脑
巨魔之王,Trundle,白银,168,52,急救用具
巨魔之王,Trundle,白银,169,53,升级：中娅
巨魔之王,Trundle,黄金,170,62,暴击律动
巨魔之王,Trundle,黄金,171,63,圣火
巨魔之王,Trundle,白银,172,54,天音爆
巨魔之王,Trundle,黄金,173,64,咏叹奏鸣
巨魔之王,Trundle,白银,174,55,闪闪现现
巨魔之王,Trundle,棱彩,175,56,死亡之环
巨魔之王,Trundle,棱彩,176,57,信念者的强化
蛮族之王,Tryndamere,黄金,1,1,更万用的瞄准镜
蛮族之王,Tryndamere,黄金,2,2,闪电打击
蛮族之王,Tryndamere,黄金,3,3,吸血习性
蛮族之王,Tryndamere,黄金,4,4,罪恶快感
蛮族之王,Tryndamere,白银,5,1,灵巧
蛮族之王,Tryndamere,白银,6,2,万用瞄准镜
蛮族之王,Tryndamere,棱彩,7,1,最万用的瞄准镜
蛮族之王,Tryndamere,白银,8,3,渴血
蛮族之王,Tryndamere,黄金,9,5,质变：棱彩阶
蛮族之王,Tryndamere,白银,10,4,狂热者
蛮族之王,Tryndamere,黄金,11,6,升级：无尽之刃
蛮族之王,Tryndamere,棱彩,12,2,双刀流
蛮族之王,Tryndamere,棱彩,13,3,小丑学院
蛮族之王,Tryndamere,黄金,14,7,双发快射
蛮族之王,Tryndamere,黄金,15,8,属性叠属性！
蛮族之王,Tryndamere,黄金,16,9,接二连三
蛮族之王,Tryndamere,黄金,17,10,裁决使
蛮族之王,Tryndamere,白银,18,5,暗影疾奔
蛮族之王,Tryndamere,黄金,19,11,升级：狂妄
蛮族之王,Tryndamere,棱彩,20,4,踢踏舞
蛮族之王,Tryndamere,黄金,21,12,灵魂虹吸
蛮族之王,Tryndamere,棱彩,22,5,秘术冲拳
蛮族之王,Tryndamere,黄金,23,13,会心治疗
蛮族之王,Tryndamere,黄金,24,14,夜狩
蛮族之王,Tryndamere,黄金,25,15,魔鬼之舞
蛮族之王,Tryndamere,白银,26,6,台风
蛮族之王,Tryndamere,黄金,27,16,火上浇油
蛮族之王,Tryndamere,白银,28,7,升级：收集者
蛮族之王,Tryndamere,黄金,29,17,缩小引擎
蛮族之王,Tryndamere,棱彩,30,6,巨人杀手
蛮族之王,Tryndamere,棱彩,31,7,战争交响乐
蛮族之王,Tryndamere,黄金,32,18,穿针引线
蛮族之王,Tryndamere,白银,33,8,残暴之力
蛮族之王,Tryndamere,白银,34,9,质变：黄金阶
蛮族之王,Tryndamere,白银,35,10,杀意翻涌
蛮族之王,Tryndamere,黄金,36,19,缩小射线
蛮族之王,Tryndamere,黄金,37,20,关键暴击
蛮族之王,Tryndamere,棱彩,38,8,地狱三头犬
蛮族之王,Tryndamere,棱彩,39,9,砍伤
蛮族之王,Tryndamere,黄金,40,21,升级：雪球
蛮族之王,Tryndamere,白银,41,11,速度恶魔
蛮族之王,Tryndamere,黄金,42,22,雪球扭蛋机
蛮族之王,Tryndamere,黄金,43,23,狂徒豪气
蛮族之王,Tryndamere,黄金,44,24,面包和奶酪
蛮族之王,Tryndamere,棱彩,45,10,终极刷新
蛮族之王,Tryndamere,黄金,46,25,弹球
蛮族之王,Tryndamere,棱彩,47,11,质变：混沌
蛮族之王,Tryndamere,黄金,48,26,最终都市列车
蛮族之王,Tryndamere,白银,49,12,终极不可阻挡
蛮族之王,Tryndamere,白银,50,13,快中求稳
蛮族之王,Tryndamere,棱彩,51,12,歌利亚巨人
蛮族之王,Tryndamere,白银,52,14,旋转至胜
蛮族之王,Tryndamere,白银,53,15,大力
蛮族之王,Tryndamere,白银,54,16,魔法转物理
蛮族之王,Tryndamere,白银,55,17,点亮他们！
蛮族之王,Tryndamere,棱彩,56,13,史上最大雪球
蛮族之王,Tryndamere,白银,57,18,属性！
蛮族之王,Tryndamere,黄金,58,27,红包
蛮族之王,Tryndamere,白银,59,19,练腿日
蛮族之王,Tryndamere,黄金,60,28,捐赠
蛮族之王,Tryndamere,白银,61,20,俯冲轰炸
蛮族之王,Tryndamere,白银,62,21,会心防御
蛮族之王,Tryndamere,白银,63,22,自我毁灭
蛮族之王,Tryndamere,黄金,64,29,易损
蛮族之王,Tryndamere,棱彩,65,14,连拨击锤
蛮族之王,Tryndamere,棱彩,66,15,潘朵拉的盒子
蛮族之王,Tryndamere,棱彩,67,16,尊我为王
蛮族之王,Tryndamere,白银,68,23,逃跑计划
蛮族之王,Tryndamere,白银,69,24,重量级打击手
蛮族之王,Tryndamere,棱彩,70,17,属性叠属性叠属性！
蛮族之王,Tryndamere,黄金,71,30,任务：钢化你心
蛮族之王,Tryndamere,棱彩,72,18,全凭身法
蛮族之王,Tryndamere,棱彩,73,19,最终形态
蛮族之王,Tryndamere,棱彩,74,20,利刃华尔兹
蛮族之王,Tryndamere,黄金,75,31,坦克引擎
蛮族之王,Tryndamere,棱彩,76,21,物法皆修
蛮族之王,Tryndamere,黄金,77,32,杀戮时间到了
蛮族之王,Tryndamere,黄金,78,33,升级：耀光
蛮族之王,Tryndamere,黄金,79,34,心灵净化
蛮族之王,Tryndamere,白银,80,25,炼狱龙魂
蛮族之王,Tryndamere,棱彩,81,22,飞身踢
蛮族之王,Tryndamere,黄金,82,35,循环往复
蛮族之王,Tryndamere,黄金,83,36,神圣干预
蛮族之王,Tryndamere,白银,84,26,由暴生急
蛮族之王,Tryndamere,棱彩,85,23,终极唤醒
蛮族之王,Tryndamere,黄金,86,37,闪现向前
蛮族之王,Tryndamere,白银,87,27,急救用具
蛮族之王,Tryndamere,棱彩,88,24,神圣雪球
蛮族之王,Tryndamere,棱彩,89,25,珠光护手
蛮族之王,Tryndamere,黄金,90,38,作弊：我能回城！
蛮族之王,Tryndamere,棱彩,91,26,舞会女王
蛮族之王,Tryndamere,黄金,92,39,神射法师
蛮族之王,Tryndamere,棱彩,93,27,扳机炼狱
蛮族之王,Tryndamere,黄金,94,40,一板一眼
蛮族之王,Tryndamere,黄金,95,41,尖端发明家
蛮族之王,Tryndamere,黄金,96,42,古式佳酿
蛮族之王,Tryndamere,黄金,97,43,虚幻武器
蛮族之王,Tryndamere,白银,98,28,负重爆气
蛮族之王,Tryndamere,黄金,99,44,生机迸发
蛮族之王,Tryndamere,黄金,100,45,星界躯体
蛮族之王,Tryndamere,白银,101,29,双生火焰
蛮族之王,Tryndamere,棱彩,102,28,无限循环往复
蛮族之王,Tryndamere,黄金,103,46,魔法飞弹
蛮族之王,Tryndamere,黄金,104,47,坚韧
蛮族之王,Tryndamere,黄金,105,48,无休回复
蛮族之王,Tryndamere,白银,106,30,刃下生风
蛮族之王,Tryndamere,棱彩,107,29,大地苏醒
蛮族之王,Tryndamere,棱彩,108,30,量子计算
蛮族之王,Tryndamere,黄金,109,49,黎明使者的坚决
蛮族之王,Tryndamere,黄金,110,50,回力OK镖
蛮族之王,Tryndamere,黄金,111,51,超凡邪恶
蛮族之王,Tryndamere,棱彩,112,31,魄罗之王的弹跳
蛮族之王,Tryndamere,白银,113,31,冰霜 幽灵
蛮族之王,Tryndamere,白银,114,32,霸符兄弟
蛮族之王,Tryndamere,黄金,115,52,面包和黄油
蛮族之王,Tryndamere,棱彩,116,32,玻璃大炮
蛮族之王,Tryndamere,黄金,117,53,魄罗爆破手
蛮族之王,Tryndamere,黄金,118,54,有始有终
蛮族之王,Tryndamere,白银,119,33,家园卫士
蛮族之王,Tryndamere,白银,120,34,火狐
蛮族之王,Tryndamere,棱彩,121,33,任务：海牛阿福的勇士
蛮族之王,Tryndamere,黄金,122,55,急急小子
蛮族之王,Tryndamere,白银,123,35,转得我眩晕了
蛮族之王,Tryndamere,白银,124,36,海克斯科技龙魂
蛮族之王,Tryndamere,黄金,125,56,祖母的辣椒油
蛮族之王,Tryndamere,棱彩,126,34,科学狂人
蛮族之王,Tryndamere,棱彩,127,35,当心小蛋糕！
蛮族之王,Tryndamere,棱彩,128,36,不祥契约
蛮族之王,Tryndamere,棱彩,129,37,和我一起困在这里
蛮族之王,Tryndamere,棱彩,130,38,？？？
蛮族之王,Tryndamere,白银,131,37,物理转魔法
蛮族之王,Tryndamere,白银,132,38,冰寒
蛮族之王,Tryndamere,棱彩,133,39,蛋白粉奶昔
蛮族之王,Tryndamere,棱彩,134,40,死亡之环
蛮族之王,Tryndamere,白银,135,39,唯快不破
蛮族之王,Tryndamere,棱彩,136,41,全能龙魂
蛮族之王,Tryndamere,黄金,137,57,圣火
蛮族之王,Tryndamere,白银,138,40,升级：献祭
蛮族之王,Tryndamere,白银,139,41,防护面纱
蛮族之王,Tryndamere,棱彩,140,42,慢炖
蛮族之王,Tryndamere,棱彩,141,43,感受燃烧
蛮族之王,Tryndamere,棱彩,142,44,你肩上的恶魔
蛮族之王,Tryndamere,白银,143,42,吵闹鬼
蛮族之王,Tryndamere,白银,144,43,侵蚀
蛮族之王,Tryndamere,棱彩,145,45,夺金
蛮族之王,Tryndamere,棱彩,146,46,任务：艾卡西亚的陷落
蛮族之王,Tryndamere,黄金,147,58,面包和果酱
蛮族之王,Tryndamere,棱彩,148,47,卡皮巴拉空投
蛮族之王,Tryndamere,白银,149,44,强力护盾
蛮族之王,Tryndamere,白银,150,45,纯粹主义者 - 术师
蛮族之王,Tryndamere,白银,151,46,退敌力场
蛮族之王,Tryndamere,白银,152,47,升级：荆棘之甲
蛮族之王,Tryndamere,棱彩,153,48,你摸不到
蛮族之王,Tryndamere,黄金,154,59,炽烈黎明
蛮族之王,Tryndamere,棱彩,155,49,炼狱导管
蛮族之王,Tryndamere,棱彩,156,50,风语者的祝福
蛮族之王,Tryndamere,棱彩,157,51,尤里卡
蛮族之王,Tryndamere,棱彩,158,52,虚空裂隙
蛮族之王,Tryndamere,白银,159,48,巫师式思考
蛮族之王,Tryndamere,白银,160,49,山脉龙魂
蛮族之王,Tryndamere,黄金,161,60,暴击律动
蛮族之王,Tryndamere,棱彩,162,53,激光治疗
蛮族之王,Tryndamere,白银,163,50,闪光弹
蛮族之王,Tryndamere,棱彩,164,54,男爵之手
蛮族之王,Tryndamere,白银,165,51,帽上加帽
蛮族之王,Tryndamere,棱彩,166,55,回归基本功
蛮族之王,Tryndamere,黄金,167,61,超强大脑
蛮族之王,Tryndamere,黄金,168,62,基石法师
蛮族之王,Tryndamere,白银,169,52,升级：中娅
蛮族之王,Tryndamere,棱彩,170,56,任务：沃格勒特的巫师帽
蛮族之王,Tryndamere,黄金,171,63,咏叹奏鸣
蛮族之王,Tryndamere,白银,172,53,闪闪现现
蛮族之王,Tryndamere,白银,173,54,天音爆
蛮族之王,Tryndamere,白银,174,55,海洋龙魂
蛮族之王,Tryndamere,棱彩,175,57,王中王，靴中靴
蛮族之王,Tryndamere,白银,176,56,折磨者
蛮族之王,Tryndamere,棱彩,177,58,信念者的强化
卡牌大师,TwistedFate,黄金,1,1,魔法飞弹
卡牌大师,TwistedFate,黄金,2,2,神射法师
卡牌大师,TwistedFate,黄金,3,3,超凡邪恶
卡牌大师,TwistedFate,黄金,4,4,老练狙神
卡牌大师,TwistedFate,棱彩,5,1,珠光护手
卡牌大师,TwistedFate,白银,6,1,巫师式思考
卡牌大师,TwistedFate,白银,7,2,物理转魔法
卡牌大师,TwistedFate,棱彩,8,2,巨人杀手
卡牌大师,TwistedFate,棱彩,9,3,虚空裂隙
卡牌大师,TwistedFate,棱彩,10,4,尤里卡
卡牌大师,TwistedFate,黄金,11,5,祖母的辣椒油
卡牌大师,TwistedFate,黄金,12,6,质变：棱彩阶
卡牌大师,TwistedFate,黄金,13,7,魄罗爆破手
卡牌大师,TwistedFate,黄金,14,8,穿针引线
卡牌大师,TwistedFate,白银,15,3,扇巴掌
卡牌大师,TwistedFate,黄金,16,9,暴击飞弹
卡牌大师,TwistedFate,白银,17,4,速度恶魔
卡牌大师,TwistedFate,黄金,18,10,缩小引擎
卡牌大师,TwistedFate,黄金,19,11,有始有终
卡牌大师,TwistedFate,白银,20,5,火狐
卡牌大师,TwistedFate,棱彩,21,5,物法皆修
卡牌大师,TwistedFate,黄金,22,12,裁决使
卡牌大师,TwistedFate,黄金,23,13,更万用的瞄准镜
卡牌大师,TwistedFate,白银,24,6,负重爆气
卡牌大师,TwistedFate,白银,25,7,双生火焰
卡牌大师,TwistedFate,黄金,26,14,吸血习性
卡牌大师,TwistedFate,黄金,27,15,基石法师
卡牌大师,TwistedFate,白银,28,8,帽上加帽
卡牌大师,TwistedFate,白银,29,9,质变：黄金阶
卡牌大师,TwistedFate,黄金,30,16,属性叠属性！
卡牌大师,TwistedFate,棱彩,31,6,任务：沃格勒特的巫师帽
卡牌大师,TwistedFate,黄金,32,17,溢流
卡牌大师,TwistedFate,棱彩,33,7,残忍
卡牌大师,TwistedFate,黄金,34,18,红包
卡牌大师,TwistedFate,黄金,35,19,面包和黄油
卡牌大师,TwistedFate,白银,36,10,升级：中娅
卡牌大师,TwistedFate,黄金,37,20,吞噬灵魂
卡牌大师,TwistedFate,黄金,38,21,升级：耀光
卡牌大师,TwistedFate,黄金,39,22,回力OK镖
卡牌大师,TwistedFate,棱彩,40,8,炼狱导管
卡牌大师,TwistedFate,黄金,41,23,捐赠
卡牌大师,TwistedFate,棱彩,42,9,连拨击锤
卡牌大师,TwistedFate,黄金,43,24,循环往复
卡牌大师,TwistedFate,白银,44,11,由心及物
卡牌大师,TwistedFate,白银,45,12,家园卫士
卡牌大师,TwistedFate,棱彩,46,10,质变：混沌
卡牌大师,TwistedFate,黄金,47,25,升级：雪球
卡牌大师,TwistedFate,白银,48,13,万用瞄准镜
卡牌大师,TwistedFate,棱彩,49,11,精准奇才
卡牌大师,TwistedFate,白银,50,14,狂热者
卡牌大师,TwistedFate,棱彩,51,12,最万用的瞄准镜
卡牌大师,TwistedFate,黄金,52,26,超强大脑
卡牌大师,TwistedFate,白银,53,15,属性！
卡牌大师,TwistedFate,白银,54,16,霸符兄弟
卡牌大师,TwistedFate,黄金,55,27,弹球
卡牌大师,TwistedFate,棱彩,56,13,史上最大雪球
卡牌大师,TwistedFate,棱彩,57,14,回归基本功
卡牌大师,TwistedFate,黄金,58,28,古式佳酿
卡牌大师,TwistedFate,黄金,59,29,雪球扭蛋机
卡牌大师,TwistedFate,白银,60,17,练腿日
卡牌大师,TwistedFate,棱彩,61,15,潘朵拉的盒子
卡牌大师,TwistedFate,黄金,62,30,作弊：我能回城！
卡牌大师,TwistedFate,棱彩,63,16,无限循环往复
卡牌大师,TwistedFate,白银,64,18,炼狱龙魂
卡牌大师,TwistedFate,棱彩,65,17,属性叠属性叠属性！
卡牌大师,TwistedFate,白银,66,19,海洋龙魂
卡牌大师,TwistedFate,白银,67,20,逃跑计划
卡牌大师,TwistedFate,白银,68,21,台风
卡牌大师,TwistedFate,黄金,69,31,心灵净化
卡牌大师,TwistedFate,白银,70,22,点亮他们！
卡牌大师,TwistedFate,黄金,71,32,面包和果酱
卡牌大师,TwistedFate,棱彩,72,18,踢踏舞
卡牌大师,TwistedFate,黄金,73,33,易损
卡牌大师,TwistedFate,黄金,74,34,闪电打击
卡牌大师,TwistedFate,黄金,75,35,关键暴击
卡牌大师,TwistedFate,黄金,76,36,暴击律动
卡牌大师,TwistedFate,黄金,77,37,虚幻武器
卡牌大师,TwistedFate,黄金,78,38,双发快射
卡牌大师,TwistedFate,白银,79,23,海克斯科技龙魂
卡牌大师,TwistedFate,黄金,80,39,尖端发明家
卡牌大师,TwistedFate,黄金,81,40,灵魂虹吸
卡牌大师,TwistedFate,白银,82,24,灵巧
卡牌大师,TwistedFate,黄金,83,41,急急小子
卡牌大师,TwistedFate,黄金,84,42,升级：无尽之刃
卡牌大师,TwistedFate,白银,85,25,魔法转物理
卡牌大师,TwistedFate,白银,86,26,坚若磐石
卡牌大师,TwistedFate,棱彩,87,19,不祥契约
卡牌大师,TwistedFate,白银,88,27,活力再生
卡牌大师,TwistedFate,棱彩,89,20,夺金
卡牌大师,TwistedFate,黄金,90,43,神圣干预
卡牌大师,TwistedFate,白银,91,28,注魔
卡牌大师,TwistedFate,黄金,92,44,接二连三
卡牌大师,TwistedFate,棱彩,93,21,双刀流
卡牌大师,TwistedFate,黄金,94,45,罪恶快感
卡牌大师,TwistedFate,白银,95,29,升级：收集者
卡牌大师,TwistedFate,黄金,96,46,火上浇油
卡牌大师,TwistedFate,棱彩,97,22,玻璃大炮
卡牌大师,TwistedFate,白银,98,30,冰寒
卡牌大师,TwistedFate,黄金,99,47,闪现向前
卡牌大师,TwistedFate,棱彩,100,23,当心小蛋糕！
卡牌大师,TwistedFate,黄金,101,48,升级：狂妄
卡牌大师,TwistedFate,黄金,102,49,炽烈黎明
卡牌大师,TwistedFate,白银,103,31,会心防御
卡牌大师,TwistedFate,棱彩,104,24,尊我为王
卡牌大师,TwistedFate,棱彩,105,25,？？？
卡牌大师,TwistedFate,黄金,106,50,缩小射线
卡牌大师,TwistedFate,白银,107,32,渴血
卡牌大师,TwistedFate,棱彩,108,26,神圣雪球
卡牌大师,TwistedFate,白银,109,33,防护面纱
卡牌大师,TwistedFate,棱彩,110,27,飞身踢
卡牌大师,TwistedFate,黄金,111,51,会心治疗
卡牌大师,TwistedFate,黄金,112,52,无休回复
卡牌大师,TwistedFate,白银,113,34,折磨者
卡牌大师,TwistedFate,棱彩,114,28,秘术冲拳
卡牌大师,TwistedFate,白银,115,35,纯粹主义者 - 术师
卡牌大师,TwistedFate,黄金,116,53,最终都市列车
卡牌大师,TwistedFate,棱彩,117,29,任务：海牛阿福的勇士
卡牌大师,TwistedFate,棱彩,118,30,卡皮巴拉空投
卡牌大师,TwistedFate,棱彩,119,31,小丑学院
卡牌大师,TwistedFate,白银,120,36,侵蚀
卡牌大师,TwistedFate,棱彩,121,32,全能龙魂
卡牌大师,TwistedFate,黄金,122,54,生机迸发
卡牌大师,TwistedFate,白银,123,37,吵闹鬼
卡牌大师,TwistedFate,黄金,124,55,坦克引擎
卡牌大师,TwistedFate,黄金,125,56,杀戮时间到了
卡牌大师,TwistedFate,白银,126,38,大力
卡牌大师,TwistedFate,白银,127,39,唯快不破
卡牌大师,TwistedFate,棱彩,128,33,战争交响乐
卡牌大师,TwistedFate,白银,129,40,杀意翻涌
卡牌大师,TwistedFate,黄金,130,57,任务：钢化你心
卡牌大师,TwistedFate,白银,131,41,由暴生急
卡牌大师,TwistedFate,白银,132,42,恶趣味
卡牌大师,TwistedFate,白银,133,43,退敌力场
卡牌大师,TwistedFate,棱彩,134,34,科学狂人
卡牌大师,TwistedFate,白银,135,44,转得我眩晕了
卡牌大师,TwistedFate,白银,136,45,俯冲轰炸
卡牌大师,TwistedFate,棱彩,137,35,量子计算
卡牌大师,TwistedFate,棱彩,138,36,地狱三头犬
卡牌大师,TwistedFate,黄金,139,58,一板一眼
卡牌大师,TwistedFate,棱彩,140,37,魄罗之王的弹跳
卡牌大师,TwistedFate,白银,141,46,残暴之力
卡牌大师,TwistedFate,白银,142,47,重量级打击手
卡牌大师,TwistedFate,黄金,143,59,坚韧
卡牌大师,TwistedFate,棱彩,144,38,感受燃烧
卡牌大师,TwistedFate,白银,145,48,冰霜 幽灵
卡牌大师,TwistedFate,黄金,146,60,不动如山
卡牌大师,TwistedFate,黄金,147,61,星界躯体
卡牌大师,TwistedFate,黄金,148,62,黎明使者的坚决
卡牌大师,TwistedFate,白银,149,49,自我毁灭
卡牌大师,TwistedFate,棱彩,150,39,巨像的勇气
卡牌大师,TwistedFate,棱彩,151,40,歌利亚巨人
卡牌大师,TwistedFate,棱彩,152,41,激光治疗
卡牌大师,TwistedFate,棱彩,153,42,男爵之手
卡牌大师,TwistedFate,白银,154,50,山脉龙魂
卡牌大师,TwistedFate,棱彩,155,43,亮出你的剑
